Device_id,Time,SensorLocation,LatLong,MinimumWindDirection,AverageWindDirection,MaximumWindDirection,MinimumWindSpeed,AverageWindSpeed,GustWindSpeed,AirTemperature,RelativeHumidity,AtmosphericPressure,PM25,PM10,Noise
ICTMicroclimate-09,2024-06-15T01:18:08+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,12.0,359.0,0.0,0.3,1.7,8.8,86.6,1017.9,32.0,39.0,58.3
ICTMicroclimate-03,2024-06-15T01:20:54+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,184.0,179.0,0.5,0.4,0.5,9.4,99.0,1013.4,37.0,44.0,69.8
ICTMicroclimate-08,2024-06-15T01:10:10+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,165.0,196.0,0.0,0.6,1.7,7.7,91.4,1019.1,24.0,26.0,64.6
ICTMicroclimate-02,2024-06-15T01:42:25+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",167.0,13.0,202.0,0.2,0.1,0.3,10.0,95.2,1014.3,41.0,51.0,69.5
aws5-0999,2024-06-15T01:44:13+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,3.0,0.0,0.0,0.2,4.8,99.0,1017.2,,,
ICTMicroclimate-07,2024-06-15T01:36:13+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,171.0,192.0,0.0,0.3,0.5,7.2,92.4,1021.1,17.0,17.0,57.3
aws5-0999,2024-06-15T01:29:46+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,5.2,98.8,1017.1,,,
ICTMicroclimate-06,2024-06-15T01:34:28+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,341.0,0.0,0.0,0.6,6.9,93.2,1019.3,18.0,23.0,56.4
ICTMicroclimate-08,2024-06-15T01:55:15+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,169.0,314.0,0.0,0.6,2.0,7.5,92.4,1019.3,74.0,92.0,66.8
ICTMicroclimate-02,2024-06-15T01:57:28+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,356.0,341.0,0.0,0.1,0.5,9.8,96.7,1014.4,46.0,59.0,69.7
ICTMicroclimate-01,2024-06-15T01:55:52+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,74.0,,,0.2,,6.1,98.800003,1018.700012,87.0,104.0,49.5
ICTMicroclimate-08,2024-06-15T02:10:16+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,4.0,200.0,0.0,0.2,1.4,7.2,92.2,1019.3,74.0,92.0,60.8
ICTMicroclimate-03,2024-06-15T02:05:59+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,166.0,179.0,0.3,0.5,0.3,9.0,99.0,1013.6,38.0,48.0,69.3
aws5-0999,2024-06-15T02:13:32+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,90.0,0.0,0.0,0.1,4.5,99.0,1017.4,,,
ICTMicroclimate-02,2024-06-15T02:12:28+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,0.0,0.0,0.0,0.0,0.0,9.5,96.6,1014.5,45.0,58.0,69.3
ICTMicroclimate-08,2024-06-15T02:25:18+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,173.0,179.0,0.0,0.5,1.6,6.9,92.5,1019.3,74.0,92.0,61.1
ICTMicroclimate-02,2024-06-15T02:27:30+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,0.0,71.0,0.0,0.0,0.2,9.6,97.1,1014.5,44.0,55.0,68.7
ICTMicroclimate-01,2024-06-15T02:40:51+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,5.7,98.599998,1018.799988,87.0,104.0,50.799999
aws5-0999,2024-06-15T02:43:54+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,4.3,98.8,1017.4,,,
ICTMicroclimate-07,2024-06-15T02:51:23+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,314.0,0.0,0.0,1.4,6.8,93.1,1021.3,17.0,17.0,56.6
ICTMicroclimate-09,2024-06-15T03:03:21+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,348.0,359.0,0.0,0.3,1.3,7.5,87.6,1018.3,46.0,61.0,58.4
ICTMicroclimate-02,2024-06-15T03:12:37+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,11.0,353.0,0.0,0.5,0.9,9.5,96.9,1014.5,18.0,21.0,68.8
ICTMicroclimate-03,2024-06-15T03:06:07+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,210.0,288.0,0.1,0.7,1.2,8.5,98.5,1013.7,46.0,56.0,69.5
ICTMicroclimate-06,2024-06-15T03:19:43+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,352.0,0.0,0.0,0.8,6.1,94.2,1019.5,18.0,23.0,78.3
ICTMicroclimate-09,2024-06-15T03:33:26+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,342.0,357.0,0.0,0.4,2.2,7.4,88.2,1018.3,46.0,61.0,58.2
ICTMicroclimate-01,2024-06-15T03:25:53+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,5.5,99.099998,1018.799988,87.0,104.0,50.5
ICTMicroclimate-03,2024-06-15T03:36:11+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,204.0,263.0,0.4,1.3,2.1,8.8,97.8,1013.7,31.0,33.0,69.4
ICTMicroclimate-02,2024-06-15T03:42:41+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,19.0,357.0,0.0,0.2,0.7,9.5,96.9,1014.5,16.0,18.0,69.0
ICTMicroclimate-01,2024-06-15T03:40:54+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,309.0,,,0.1,,5.5,99.099998,1018.900024,87.0,104.0,48.5
ICTMicroclimate-09,2024-06-15T03:48:27+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,1.0,358.0,0.0,0.3,2.2,7.3,88.5,1018.3,46.0,61.0,59.0
ICTMicroclimate-02,2024-06-15T01:27:23+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,0.0,351.0,0.0,0.0,0.5,10.0,93.7,1014.2,47.0,63.0,69.4
ICTMicroclimate-09,2024-06-16T01:21:19+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,13.0,359.0,0.0,0.3,2.2,9.8,80.6,1019.9,46.0,61.0,55.5
ICTMicroclimate-07,2024-06-17T01:12:32+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,15.0,351.0,0.0,0.4,3.0,11.9,68.1,1022.3,2.0,2.0,54.8
ICTMicroclimate-06,2024-06-17T01:10:48+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,224.0,357.0,0.0,1.5,6.5,12.1,67.0,1020.5,2.0,2.0,66.1
ICTMicroclimate-01,2024-06-17T01:12:31+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,41.0,,,0.2,,11.3,76.5,1019.900024,1.0,4.0,49.099998
ICTMicroclimate-03,2024-06-15T01:35:55+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,185.0,198.0,0.7,0.9,1.3,9.1,99.0,1013.5,43.0,52.0,69.7
ICTMicroclimate-06,2024-06-15T14:36:12+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,104.0,352.0,0.0,1.6,7.5,14.8,56.0,1019.7,18.0,23.0,63.6
ICTMicroclimate-09,2024-06-15T14:49:56+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,359.0,358.0,0.0,0.8,4.9,13.5,64.3,1018.7,46.0,61.0,66.8
ICTMicroclimate-03,2024-06-15T14:52:41+10:00,CH1 rooftop,"-37.8140348, 144.96728",153.0,183.0,213.0,1.5,2.0,2.9,13.4,68.2,1014.4,6.0,8.0,79.4
ICTMicroclimate-01,2024-06-15T14:56:19+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,133.0,,,1.1,,13.5,65.900002,1019.599976,3.0,8.0,63.599998
ICTMicroclimate-09,2024-06-15T15:04:58+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,349.0,359.0,0.0,0.5,2.6,13.7,63.0,1018.7,46.0,61.0,60.6
ICTMicroclimate-07,2024-06-15T15:08:00+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,125.0,357.0,0.0,0.9,3.8,14.9,57.7,1021.7,5.0,6.0,61.6
ICTMicroclimate-03,2024-06-15T15:07:44+10:00,CH1 rooftop,"-37.8140348, 144.96728",157.0,179.0,214.0,1.6,2.5,3.6,13.1,70.2,1014.5,4.0,6.0,75.1
aws5-0999,2024-06-15T15:14:11+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,12.9,74.2,1018.0,,,
ICTMicroclimate-08,2024-06-15T15:12:10+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,139.0,358.0,0.0,2.1,5.2,14.3,59.0,1019.7,60.0,78.0,78.6
ICTMicroclimate-06,2024-06-15T15:21:19+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,125.0,356.0,0.0,1.5,7.0,14.3,56.1,1019.9,18.0,23.0,56.6
ICTMicroclimate-06,2024-06-15T15:21:19+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,172.0,359.0,0.0,1.7,7.0,13.9,61.1,1019.9,18.0,23.0,57.7
ICTMicroclimate-03,2024-06-15T15:22:46+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,191.0,203.0,1.3,1.8,1.8,13.2,65.1,1014.5,6.0,8.0,70.9
ICTMicroclimate-01,2024-06-15T15:26:19+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,135.0,,,1.4,,13.4,66.699997,1019.5,3.0,8.0,58.700001
ICTMicroclimate-02,2024-06-15T15:29:16+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,13.0,355.0,0.0,0.7,1.2,13.4,66.5,1015.3,5.0,7.0,69.6
ICTMicroclimate-07,2024-06-15T15:38:05+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,175.0,359.0,0.0,1.5,4.0,14.2,59.2,1021.7,5.0,6.0,61.5
ICTMicroclimate-06,2024-06-15T15:36:21+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,228.0,357.0,0.0,2.0,5.6,13.9,61.8,1019.9,18.0,23.0,64.2
ICTMicroclimate-07,2024-06-15T15:53:06+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,144.0,358.0,0.0,0.6,3.8,13.8,65.9,1021.9,5.0,6.0,73.3
ICTMicroclimate-01,2024-06-15T15:56:20+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,85.0,,,0.5,,13.0,74.099998,1019.700012,3.0,8.0,57.400002
ICTMicroclimate-02,2024-06-15T15:59:18+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,359.0,346.0,0.4,0.9,1.8,13.1,77.5,1015.5,2.0,4.0,69.5
ICTMicroclimate-09,2024-06-15T16:05:05+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,262.0,359.0,0.0,1.0,4.9,12.8,71.6,1018.9,46.0,61.0,62.7
ICTMicroclimate-06,2024-06-15T16:06:25+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,218.0,353.0,0.0,1.1,8.2,13.5,64.5,1020.1,18.0,23.0,81.7
ICTMicroclimate-03,2024-06-15T16:07:51+10:00,CH1 rooftop,"-37.8140348, 144.96728",150.0,177.0,186.0,1.6,3.2,3.9,12.4,79.7,1014.7,1.0,3.0,80.7
ICTMicroclimate-01,2024-06-15T16:11:21+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,123.0,,,1.2,,13.0,74.599998,1019.799988,2.0,5.0,55.5
ICTMicroclimate-02,2024-06-15T16:14:21+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,268.0,332.0,0.3,1.6,2.7,13.1,75.2,1015.7,4.0,7.0,72.3
ICTMicroclimate-07,2024-06-15T16:23:11+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,95.0,356.0,0.0,1.1,4.5,13.5,65.2,1022.1,5.0,6.0,71.2
ICTMicroclimate-07,2024-06-15T16:38:14+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,126.0,357.0,0.0,0.6,2.9,13.0,68.2,1022.3,5.0,6.0,58.2
ICTMicroclimate-09,2024-06-15T16:35:09+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,332.0,359.0,0.0,0.6,3.6,12.4,71.0,1019.1,46.0,61.0,61.2
ICTMicroclimate-06,2024-06-15T16:51:30+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,213.0,346.0,0.0,1.2,5.3,12.6,69.0,1020.5,18.0,23.0,64.2
ICTMicroclimate-02,2024-06-15T16:59:26+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",225.0,350.0,225.0,1.6,0.8,1.6,12.4,77.9,1015.8,2.0,4.0,70.1
aws5-0999,2024-06-15T23:45:00+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,45.0,0.0,0.0,0.1,7.8,97.6,1019.4,,,
ICTMicroclimate-08,2024-06-15T23:58:10+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,0.0,196.0,0.0,0.0,1.8,9.5,79.5,1021.3,60.0,78.0,77.7
ICTMicroclimate-06,2024-06-15T23:52:26+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,359.0,359.0,0.0,0.3,2.8,8.1,87.6,1021.5,18.0,23.0,57.3
ICTMicroclimate-09,2024-06-16T00:06:10+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,342.0,355.0,0.0,0.2,1.8,9.6,79.8,1020.3,46.0,61.0,63.4
ICTMicroclimate-02,2024-06-16T00:00:22+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,337.0,345.0,0.0,0.2,0.9,10.1,87.6,1016.6,4.0,6.0,70.0
ICTMicroclimate-06,2024-06-16T00:07:29+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,357.0,0.0,0.0,3.1,7.8,87.6,1021.5,18.0,23.0,58.2
ICTMicroclimate-01,2024-06-16T00:11:41+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,7.6,96.099998,1020.799988,9.0,15.0,48.5
ICTMicroclimate-09,2024-06-16T00:36:13+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,284.0,352.0,0.0,0.5,1.8,9.1,82.2,1020.1,46.0,61.0,59.0
ICTMicroclimate-02,2024-06-16T00:30:28+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,353.0,344.0,0.0,0.1,0.5,10.3,86.2,1016.4,7.0,9.0,68.9
ICTMicroclimate-01,2024-06-16T00:41:42+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,7.3,96.0,1020.599976,9.0,15.0,50.200001
ICTMicroclimate-01,2024-06-16T00:57:15+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,7.1,95.900002,1020.599976,9.0,15.0,50.400002
ICTMicroclimate-02,2024-06-16T01:00:31+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,18.0,90.0,0.0,0.2,0.5,10.4,85.6,1016.3,11.0,13.0,70.3
ICTMicroclimate-02,2024-06-15T03:57:42+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,359.0,359.0,0.0,0.5,0.8,9.5,97.0,1014.4,17.0,19.0,68.5
ICTMicroclimate-09,2024-06-15T04:03:30+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,347.0,356.0,0.0,0.3,1.4,7.0,88.0,1018.5,46.0,61.0,58.8
ICTMicroclimate-09,2024-06-15T04:18:32+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,353.0,357.0,0.0,0.5,1.5,6.8,88.2,1018.5,46.0,61.0,57.0
ICTMicroclimate-02,2024-06-15T04:27:46+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,349.0,353.0,0.0,0.4,1.0,9.5,96.9,1014.7,11.0,13.0,68.4
aws5-0999,2024-06-15T04:43:16+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.3,99.0,1017.6,,,
ICTMicroclimate-03,2024-06-15T04:51:21+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,342.0,317.0,0.0,0.1,0.5,8.6,98.8,1014.1,24.0,28.0,69.7
ICTMicroclimate-01,2024-06-15T04:55:56+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,68.0,,,0.3,,4.7,99.0,1019.200012,63.0,91.0,49.599998
ICTMicroclimate-09,2024-06-15T05:03:37+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,6.0,359.0,0.0,0.5,1.5,6.7,88.0,1018.9,46.0,61.0,58.8
ICTMicroclimate-06,2024-06-15T05:04:56+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,89.0,341.0,0.0,0.6,0.9,5.2,94.1,1020.1,18.0,23.0,53.9
ICTMicroclimate-07,2024-06-15T05:06:41+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,45.0,189.0,0.0,0.2,1.0,5.2,93.2,1022.1,17.0,17.0,66.5
ICTMicroclimate-07,2024-06-15T05:21:43+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,60.0,314.0,0.0,0.1,0.8,5.2,92.9,1022.1,17.0,17.0,56.2
ICTMicroclimate-02,2024-06-15T05:27:55+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,5.0,355.0,0.0,0.1,0.6,8.8,93.2,1015.1,33.0,39.0,68.7
ICTMicroclimate-01,2024-06-15T05:25:57+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,26.0,,,0.4,,4.7,94.599998,1019.400024,63.0,91.0,50.599998
ICTMicroclimate-06,2024-06-15T05:35:00+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,36.0,351.0,0.0,0.5,1.1,5.1,93.8,1020.3,18.0,23.0,54.2
ICTMicroclimate-09,2024-06-15T05:48:43+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,4.0,356.0,0.0,0.5,2.0,6.6,89.3,1019.1,46.0,61.0,59.1
ICTMicroclimate-07,2024-06-15T05:36:44+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,46.0,179.0,0.0,0.2,0.8,5.1,92.8,1022.3,17.0,17.0,60.5
ICTMicroclimate-06,2024-06-15T05:50:02+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,58.0,104.0,0.0,0.5,0.9,4.9,93.8,1020.3,18.0,23.0,68.6
ICTMicroclimate-01,2024-06-15T05:40:58+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,69.0,,,0.3,,4.5,99.300003,1019.5,63.0,91.0,48.099998
ICTMicroclimate-01,2024-06-15T05:55:58+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,25.0,,,0.2,,4.2,99.699997,1019.5,63.0,91.0,49.799999
ICTMicroclimate-02,2024-06-15T05:57:59+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,356.0,345.0,0.0,0.2,0.8,8.4,93.4,1015.2,29.0,32.0,70.9
ICTMicroclimate-07,2024-06-15T06:06:48+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,224.0,0.0,0.0,1.1,5.1,93.1,1022.3,17.0,17.0,62.2
aws5-0999,2024-06-15T06:13:46+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.2,98.7,1018.2,,,
ICTMicroclimate-09,2024-06-15T06:18:48+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,8.0,359.0,0.0,0.2,1.6,6.5,89.7,1019.3,46.0,61.0,61.3
ICTMicroclimate-06,2024-06-15T06:20:07+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,51.0,355.0,0.0,0.8,1.1,4.8,93.8,1020.5,18.0,23.0,63.2
ICTMicroclimate-01,2024-06-15T06:18:01+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,67.0,,,0.1,,4.0,99.099998,1019.700012,63.0,91.0,48.0
aws5-0999,2024-06-15T06:43:54+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,45.0,0.0,0.0,0.1,3.3,98.6,1018.5,,,
ICTMicroclimate-02,2024-06-15T06:58:07+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",45.0,94.0,141.0,0.4,0.6,1.2,8.1,95.5,1015.8,30.0,38.0,76.0
aws5-0999,2024-06-15T06:58:52+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,48.0,179.0,0.1,0.0,0.5,3.5,98.4,1018.6,,,
ICTMicroclimate-09,2024-06-15T07:03:54+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,291.0,357.0,0.0,0.5,2.7,6.6,90.3,1019.7,46.0,61.0,61.3
aws5-0999,2024-06-15T07:14:06+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,3.3,98.6,1018.7,,,
ICTMicroclimate-09,2024-06-15T07:33:58+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,0.0,359.0,0.0,0.0,2.0,6.6,90.9,1020.1,46.0,61.0,61.2
ICTMicroclimate-06,2024-06-15T07:35:16+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,53.0,179.0,0.0,0.6,1.4,4.4,94.0,1021.3,18.0,23.0,58.1
ICTMicroclimate-02,2024-06-15T07:28:11+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,6.0,10.0,0.3,0.4,0.4,8.3,96.1,1016.1,33.0,36.0,69.2
ICTMicroclimate-06,2024-06-15T07:20:14+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,82.0,117.0,0.0,0.4,1.2,4.4,93.6,1021.1,18.0,23.0,70.5
ICTMicroclimate-07,2024-06-15T07:21:59+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,55.0,199.0,0.0,0.2,2.4,4.5,93.2,1023.1,17.0,17.0,61.9
ICTMicroclimate-08,2024-06-15T07:41:01+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,7.0,353.0,0.0,0.7,1.5,4.9,92.6,1021.3,60.0,78.0,68.1
ICTMicroclimate-09,2024-06-15T07:49:00+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,351.0,358.0,0.0,0.5,2.3,6.6,91.2,1020.1,46.0,61.0,63.7
ICTMicroclimate-03,2024-06-15T07:51:46+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,23.0,179.0,0.0,0.1,0.5,7.3,98.1,1015.4,30.0,33.0,69.9
ICTMicroclimate-08,2024-06-15T07:56:02+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,156.0,351.0,0.0,1.0,3.2,4.9,92.7,1021.5,60.0,78.0,63.0
ICTMicroclimate-08,2024-06-15T08:11:04+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,168.0,288.0,0.0,0.8,2.0,5.0,92.8,1021.5,60.0,78.0,66.1
ICTMicroclimate-08,2024-06-15T08:26:07+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,139.0,195.0,0.0,1.1,1.5,5.0,93.1,1021.7,60.0,78.0,69.2
