Device_id,Time,SensorLocation,LatLong,MinimumWindDirection,AverageWindDirection,MaximumWindDirection,MinimumWindSpeed,AverageWindSpeed,GustWindSpeed,AirTemperature,RelativeHumidity,AtmosphericPressure,PM25,PM10,Noise
ICTMicroclimate-08,2024-06-17T03:46:51+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,0.0,358.0,0.0,0.0,2.0,11.1,70.8,1020.3,3.0,3.0,63.9
ICTMicroclimate-07,2024-06-17T01:42:36+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,110.0,314.0,0.0,0.4,1.4,11.8,68.1,1022.3,2.0,2.0,53.9
ICTMicroclimate-01,2024-06-17T01:42:32+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,71.0,,,0.4,,11.3,75.699997,1019.700012,1.0,4.0,48.5
ICTMicroclimate-08,2024-06-17T01:31:35+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,158.0,349.0,0.0,1.6,4.6,12.0,66.5,1020.1,3.0,3.0,68.1
ICTMicroclimate-09,2024-06-17T03:09:45+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,349.0,356.0,0.0,0.3,2.0,11.4,68.1,1019.1,0.0,0.0,57.8
aws5-0999,2024-06-17T02:00:31+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,25.0,100.0,0.1,0.0,0.4,10.8,81.3,1018.3,,,
ICTMicroclimate-06,2024-06-17T01:55:54+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,347.0,0.0,0.0,1.4,11.8,68.4,1020.3,0.0,1.0,51.6
ICTMicroclimate-01,2024-06-17T01:57:33+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,132.0,,,0.4,,11.1,76.599998,1019.799988,1.0,4.0,47.900002
ICTMicroclimate-09,2024-06-17T02:54:43+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,7.0,359.0,0.0,0.1,2.0,11.5,67.7,1019.3,0.0,0.0,56.2
ICTMicroclimate-06,2024-06-17T02:56:02+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,341.0,0.0,0.0,0.8,11.2,70.1,1020.5,0.0,1.0,49.9
ICTMicroclimate-01,2024-06-17T04:27:38+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,9.0,,,0.1,,9.8,86.199997,1020.0,0.0,3.0,50.200001
ICTMicroclimate-09,2024-06-17T04:24:57+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,329.0,356.0,0.0,1.0,2.5,9.2,79.8,1019.5,0.0,0.0,58.6
ICTMicroclimate-06,2024-06-17T04:26:15+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,300.0,356.0,0.0,0.3,2.0,9.8,79.2,1020.5,0.0,1.0,60.2
ICTMicroclimate-07,2024-06-17T04:27:58+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,292.0,349.0,0.0,0.2,0.9,9.9,78.3,1022.5,2.0,2.0,54.6
ICTMicroclimate-03,2024-06-17T04:42:43+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,136.0,206.0,0.0,0.2,0.5,9.8,87.5,1014.8,7.0,9.0,68.5
ICTMicroclimate-09,2024-06-17T04:55:00+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,0.0,358.0,0.0,0.0,1.2,9.4,78.7,1019.5,0.0,0.0,58.2
ICTMicroclimate-06,2024-06-17T04:56:18+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,351.0,0.0,0.0,1.1,9.9,78.3,1020.7,0.0,1.0,53.5
aws5-0999,2024-06-17T05:02:27+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,0.0,0.0,0.0,0.0,6.6,99.0,1018.6,,,
ICTMicroclimate-09,2024-06-17T05:10:02+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,1.0,358.0,0.0,0.2,1.5,9.5,78.4,1019.5,0.0,0.0,65.5
ICTMicroclimate-06,2024-06-17T05:11:20+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,341.0,0.0,0.0,0.7,9.7,79.4,1020.7,0.0,1.0,55.6
ICTMicroclimate-02,2024-06-17T05:04:14+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,358.0,349.0,0.0,0.2,0.7,10.8,84.5,1015.8,1.0,4.0,68.5
ICTMicroclimate-07,2024-06-17T05:13:05+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,349.0,0.0,0.0,0.8,9.7,78.5,1022.5,5.0,5.0,70.5
ICTMicroclimate-09,2024-06-17T05:25:04+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,356.0,358.0,0.0,0.4,1.8,9.3,79.2,1019.7,0.0,0.0,60.9
ICTMicroclimate-07,2024-06-17T05:43:09+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,25.0,357.0,0.0,0.1,1.3,9.1,80.7,1022.7,5.0,5.0,58.7
ICTMicroclimate-06,2024-06-17T05:41:24+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,52.0,341.0,0.0,0.2,0.7,9.1,80.8,1020.9,0.0,1.0,52.7
ICTMicroclimate-01,2024-06-17T05:42:40+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,21.0,,,0.1,,9.0,90.300003,1020.200012,0.0,3.0,50.799999
ICTMicroclimate-02,2024-06-17T05:49:21+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,4.0,269.0,0.0,0.2,1.0,10.8,84.2,1016.0,4.0,6.0,69.3
ICTMicroclimate-09,2024-06-17T05:55:08+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,320.0,359.0,0.0,0.7,1.9,9.1,79.8,1019.9,0.0,0.0,59.1
ICTMicroclimate-06,2024-06-17T05:56:26+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,31.0,353.0,0.0,0.2,0.9,8.7,82.5,1020.9,0.0,1.0,63.3
ICTMicroclimate-02,2024-06-17T06:19:25+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",45.0,104.0,314.0,0.1,1.2,1.8,10.6,84.9,1016.1,4.0,10.0,68.9
ICTMicroclimate-08,2024-06-17T06:32:14+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,80.0,354.0,0.0,0.4,2.5,10.1,75.5,1020.9,3.0,3.0,66.7
ICTMicroclimate-06,2024-06-17T06:26:30+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,45.0,349.0,0.0,0.9,2.1,8.8,83.5,1021.1,0.0,1.0,59.5
ICTMicroclimate-09,2024-06-17T06:40:13+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,338.0,359.0,0.0,0.6,2.6,9.2,78.2,1019.9,0.0,0.0,68.2
ICTMicroclimate-06,2024-06-17T06:41:33+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,77.0,358.0,0.0,0.8,2.3,8.6,83.4,1021.3,0.0,1.0,60.4
ICTMicroclimate-02,2024-06-17T06:49:28+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,351.0,353.0,0.0,0.4,0.8,9.9,87.0,1016.4,7.0,9.0,68.9
ICTMicroclimate-01,2024-06-17T05:57:40+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,329.0,,,0.1,,8.8,91.300003,1020.299988,0.0,3.0,48.799999
ICTMicroclimate-06,2024-06-17T06:11:28+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,4.0,345.0,0.0,0.4,1.3,8.6,83.6,1021.1,0.0,1.0,57.0
ICTMicroclimate-01,2024-06-17T06:12:41+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,8.8,91.599998,1020.400024,2.0,7.0,51.900002
ICTMicroclimate-07,2024-06-17T06:28:14+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,33.0,358.0,0.0,1.1,2.1,8.6,83.5,1023.1,5.0,5.0,60.9
ICTMicroclimate-01,2024-06-17T06:27:41+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,26.0,,,0.1,,8.9,91.599998,1020.599976,2.0,7.0,53.5
aws5-0999,2024-06-17T07:02:35+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,149.0,179.0,0.2,0.0,0.3,6.5,97.4,1019.2,,,
ICTMicroclimate-01,2024-06-17T06:57:43+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,92.0,,,0.5,,8.0,95.300003,1020.700012,2.0,7.0,50.200001
ICTMicroclimate-06,2024-06-17T07:11:37+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,90.0,354.0,0.0,0.9,2.4,8.6,83.1,1021.5,0.0,1.0,64.6
ICTMicroclimate-09,2024-06-17T07:25:19+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,6.0,358.0,0.0,0.4,2.7,9.4,77.4,1020.1,0.0,0.0,62.5
ICTMicroclimate-07,2024-06-17T07:28:24+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,0.0,356.0,0.0,0.0,2.6,8.5,83.7,1023.3,3.0,7.0,60.8
ICTMicroclimate-02,2024-06-17T07:19:32+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,358.0,341.0,0.0,0.1,0.6,10.1,87.7,1016.6,6.0,11.0,69.0
ICTMicroclimate-08,2024-06-17T07:32:23+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,145.0,314.0,0.0,0.5,1.6,8.8,82.2,1021.3,3.0,3.0,67.5
ICTMicroclimate-09,2024-06-17T07:40:22+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,357.0,359.0,0.0,0.1,1.4,9.5,77.1,1020.3,0.0,0.0,69.5
ICTMicroclimate-06,2024-06-17T07:41:40+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,27.0,355.0,0.0,0.1,1.4,8.3,84.1,1021.5,0.0,1.0,63.6
ICTMicroclimate-02,2024-06-17T07:34:35+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,355.0,341.0,0.0,0.1,0.9,10.0,88.8,1016.6,6.0,10.0,70.3
ICTMicroclimate-08,2024-06-17T07:47:25+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,155.0,206.0,0.0,0.9,1.9,8.5,83.3,1021.3,3.0,3.0,66.3
ICTMicroclimate-01,2024-06-17T07:42:44+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,7.6,98.900002,1020.700012,2.0,7.0,52.799999
ICTMicroclimate-09,2024-06-17T07:55:25+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,335.0,358.0,0.0,0.3,1.7,9.3,77.4,1020.3,0.0,0.0,64.0
ICTMicroclimate-08,2024-06-17T08:02:27+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,148.0,292.0,0.0,0.6,2.0,8.2,84.3,1021.5,3.0,3.0,69.1
ICTMicroclimate-02,2024-06-17T08:04:39+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,0.0,341.0,0.0,0.1,1.1,10.1,88.5,1016.7,7.0,11.0,69.9
ICTMicroclimate-03,2024-06-17T07:58:09+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,172.0,227.0,0.0,0.4,1.2,9.8,88.3,1015.7,6.0,11.0,70.1
ICTMicroclimate-06,2024-06-17T08:11:44+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,56.0,355.0,0.0,1.4,7.0,8.2,83.9,1021.7,0.0,1.0,76.6
ICTMicroclimate-03,2024-06-17T08:13:11+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,179.0,179.0,0.0,0.7,0.9,9.8,88.1,1015.9,6.0,8.0,70.5
ICTMicroclimate-01,2024-06-17T08:12:46+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,6.0,,,0.1,,7.0,96.0,1021.0,2.0,7.0,54.599998
ICTMicroclimate-08,2024-06-17T08:17:29+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,192.0,314.0,0.0,0.8,1.8,8.4,84.5,1021.5,3.0,3.0,66.0
ICTMicroclimate-08,2024-06-17T08:32:37+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,142.0,314.0,0.0,0.9,1.9,8.7,82.6,1021.5,3.0,3.0,69.5
ICTMicroclimate-07,2024-06-17T08:28:31+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,14.0,356.0,0.0,0.2,2.5,8.5,83.6,1023.5,3.0,7.0,63.6
ICTMicroclimate-02,2024-06-17T08:19:41+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,0.0,341.0,0.0,0.0,0.4,9.9,87.6,1016.8,7.0,10.0,69.6
ICTMicroclimate-09,2024-06-17T08:40:30+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,300.0,359.0,0.0,0.6,2.8,9.7,76.7,1020.3,0.0,0.0,61.6
ICTMicroclimate-02,2024-06-17T08:34:43+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",2.0,12.0,24.0,0.4,0.2,0.6,10.1,87.8,1016.8,8.0,13.0,69.9
ICTMicroclimate-03,2024-06-17T08:28:12+10:00,CH1 rooftop,"-37.8140348, 144.96728",0.0,0.0,179.0,0.0,0.0,0.3,10.1,87.3,1015.9,8.0,12.0,71.8
ICTMicroclimate-08,2024-06-17T09:47:44+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,120.0,292.0,0.0,0.4,1.6,9.9,79.1,1021.7,3.0,3.0,67.6
ICTMicroclimate-02,2024-06-17T09:49:53+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,349.0,314.0,0.0,0.1,1.0,10.9,84.7,1017.0,12.0,14.0,69.1
ICTMicroclimate-08,2024-06-17T10:32:51+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,205.0,359.0,0.0,1.2,2.1,12.2,69.9,1021.5,3.0,3.0,68.8
ICTMicroclimate-07,2024-06-17T10:28:47+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,337.0,356.0,0.0,0.6,2.5,13.0,68.0,1023.3,3.0,7.0,58.5
ICTMicroclimate-07,2024-06-17T09:28:38+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,15.0,347.0,0.0,0.1,1.2,10.1,79.6,1023.5,3.0,7.0,67.9
ICTMicroclimate-01,2024-06-17T09:27:48+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,139.0,,,0.7,,8.5,97.199997,1021.099976,4.0,9.0,56.400002
ICTMicroclimate-08,2024-06-17T09:32:39+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,119.0,197.0,0.0,0.5,1.6,9.8,79.3,1021.7,3.0,3.0,67.9
ICTMicroclimate-02,2024-06-17T09:34:51+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,314.0,333.0,0.0,0.5,1.0,10.9,84.3,1016.9,10.0,12.0,70.3
aws5-0999,2024-06-17T09:31:50+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",45.0,56.0,82.0,0.2,0.1,0.3,8.6,96.3,1019.6,,,
ICTMicroclimate-06,2024-06-17T08:56:50+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,21.0,359.0,0.0,0.2,3.2,9.1,81.9,1021.7,0.0,1.0,63.3
ICTMicroclimate-08,2024-06-17T09:02:39+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,0.0,341.0,0.0,0.0,1.4,9.7,79.5,1021.5,3.0,3.0,63.5
ICTMicroclimate-06,2024-06-17T09:11:52+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,97.0,355.0,0.0,0.7,3.5,9.5,80.2,1021.7,0.0,1.0,67.2
aws5-0999,2024-06-17T09:02:01+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,322.0,0.0,0.0,0.3,8.1,95.0,1019.5,,,
ICTMicroclimate-01,2024-06-17T09:12:48+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,142.0,,,0.5,,8.1,98.0,1021.099976,4.0,9.0,52.400002
ICTMicroclimate-07,2024-06-17T09:13:37+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,103.0,349.0,0.0,0.6,2.3,9.3,81.2,1023.7,3.0,7.0,73.1
aws5-0999,2024-06-17T09:16:59+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",50.0,86.0,100.0,0.8,0.7,1.4,8.3,94.7,1019.5,,,
ICTMicroclimate-06,2024-06-17T10:12:04+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,275.0,352.0,0.0,0.5,2.7,13.0,67.4,1021.7,0.0,1.0,70.4
aws5-0999,2024-06-17T10:16:46+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,341.0,0.0,0.0,0.7,9.0,93.8,1019.7,,,
ICTMicroclimate-09,2024-06-17T10:40:47+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,343.0,358.0,0.0,0.3,1.5,11.8,71.6,1020.5,0.0,0.0,65.4
ICTMicroclimate-06,2024-06-17T10:42:05+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,199.0,356.0,0.0,0.7,2.3,14.1,64.3,1021.5,0.0,1.0,73.8
ICTMicroclimate-03,2024-06-17T10:43:31+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,184.0,212.0,0.6,0.6,1.0,11.8,79.8,1016.0,7.0,9.0,70.6
ICTMicroclimate-01,2024-06-17T10:42:52+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,353.0,,,0.1,,13.5,70.900002,1021.0,5.0,16.0,53.599998
aws5-0999,2024-06-17T10:46:34+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",45.0,111.0,158.0,0.4,0.1,0.8,10.3,88.8,1019.5,,,
ICTMicroclimate-06,2024-06-17T09:41:57+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,0.0,359.0,0.0,0.0,8.3,10.3,78.3,1021.7,0.0,1.0,82.0
ICTMicroclimate-03,2024-06-17T09:43:24+10:00,CH1 rooftop,"-37.8140348, 144.96728",179.0,184.0,224.0,0.3,0.7,1.2,10.4,85.4,1016.1,12.0,14.0,71.1
ICTMicroclimate-09,2024-06-17T10:55:48+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,327.0,359.0,0.0,0.4,2.0,12.0,71.0,1020.3,0.0,0.0,61.0
ICTMicroclimate-07,2024-06-17T18:59:54+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,31.0,350.0,0.0,0.2,2.3,11.8,65.4,1022.3,2.0,2.0,71.8
ICTMicroclimate-06,2024-06-17T18:58:10+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,187.0,341.0,0.0,0.9,3.0,11.7,66.1,1020.3,0.0,1.0,65.8
ICTMicroclimate-03,2024-06-17T18:59:37+10:00,CH1 rooftop,"-37.8140348, 144.96728",134.0,183.0,219.0,0.7,1.7,3.3,11.3,74.3,1014.7,27.0,29.0,82.4
ICTMicroclimate-03,2024-06-17T19:29:41+10:00,CH1 rooftop,"-37.8140348, 144.96728",156.0,196.0,219.0,1.0,1.8,2.7,10.9,75.6,1014.9,10.0,13.0,74.7
ICTMicroclimate-02,2024-06-17T19:36:11+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,309.0,314.0,0.0,0.4,1.0,11.6,72.5,1015.8,13.0,18.0,69.5
aws5-0999,2024-06-17T19:30:03+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,10.0,351.0,0.1,0.0,0.7,10.9,75.3,1018.3,,,
ICTMicroclimate-06,2024-06-17T19:43:16+10:00,Tram Stop 7B - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8194993, 144.9787211",0.0,334.0,350.0,0.0,0.3,1.7,11.3,66.7,1020.7,0.0,1.0,68.0
ICTMicroclimate-03,2024-06-17T19:44:44+10:00,CH1 rooftop,"-37.8140348, 144.96728",154.0,188.0,207.0,0.9,1.5,1.9,10.8,75.4,1015.0,9.0,11.0,69.9
aws5-0999,2024-06-17T19:45:04+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,341.0,0.0,0.0,0.4,10.7,75.5,1018.3,,,
ICTMicroclimate-07,2024-06-17T19:14:57+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,84.0,358.0,0.0,0.6,1.8,11.7,66.0,1022.3,2.0,2.0,62.5
ICTMicroclimate-02,2024-06-17T19:51:14+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,236.0,358.0,0.0,1.3,3.3,11.4,72.6,1015.8,13.0,17.0,69.8
ICTMicroclimate-09,2024-06-17T18:26:47+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,13.0,359.0,0.0,0.4,2.1,12.1,64.0,1018.7,1.0,1.0,61.6
aws5-0999,2024-06-17T18:29:57+10:00,Royal Park Asset ID: COM2707,"-37.7956167, 144.9519007",0.0,0.0,344.0,0.0,0.0,1.1,11.3,73.4,1017.9,,,
ICTMicroclimate-01,2024-06-17T18:28:07+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,11.1,71.5,1019.5,1.0,4.0,52.799999
ICTMicroclimate-09,2024-06-17T18:41:50+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,266.0,358.0,0.0,0.7,2.4,11.9,65.3,1019.1,1.0,1.0,59.5
ICTMicroclimate-08,2024-06-17T18:48:53+10:00,Swanston St - Tram Stop 13 adjacent Federation Sq & Flinders St Station,"-37.8184515, 144.9678474",0.0,154.0,359.0,0.0,0.5,2.6,11.9,64.4,1020.1,2.0,5.0,68.0
ICTMicroclimate-07,2024-06-17T18:44:53+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,125.0,354.0,0.0,0.7,2.1,12.0,64.7,1022.3,2.0,2.0,66.6
ICTMicroclimate-01,2024-06-17T18:43:07+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,0.0,,,0.0,,11.1,72.099998,1019.700012,1.0,4.0,49.900002
ICTMicroclimate-02,2024-06-17T20:06:15+10:00,101 Collins St L11 Rooftop,"-37.814604, 144.9702991",0.0,10.0,341.0,0.0,0.2,1.3,11.4,72.5,1015.9,12.0,14.0,70.0
ICTMicroclimate-01,2024-06-17T20:13:11+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,85.0,,,0.3,,10.3,76.5,1020.099976,4.0,7.0,51.400002
ICTMicroclimate-09,2024-06-17T20:27:03+10:00,SkyFarm (Jeff's Shed). Rooftop - Melbourne Conference & Exhibition Centre (MCEC),"-37.8223306, 144.9521696",0.0,319.0,359.0,0.0,0.3,1.8,10.7,66.2,1019.5,1.0,1.0,60.0
ICTMicroclimate-03,2024-06-17T20:29:51+10:00,CH1 rooftop,"-37.8140348, 144.96728",158.0,183.0,255.0,0.3,1.1,1.7,10.3,74.8,1015.1,8.0,10.0,69.8
ICTMicroclimate-07,2024-06-17T20:30:06+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,50.0,343.0,0.0,0.1,1.3,10.6,67.4,1022.7,2.0,2.0,57.2
ICTMicroclimate-01,2024-06-17T20:43:11+10:00,Birrarung Marr Park - Pole 1131,"-37.8185931, 144.9716404",,8.0,,,0.1,,9.7,77.5,1020.200012,4.0,7.0,50.200001
ICTMicroclimate-07,2024-06-17T20:45:08+10:00,Tram Stop 7C - Melbourne Tennis Centre Precinct - Rod Laver Arena,"-37.8222341, 144.9829409",0.0,36.0,314.0,0.0,0.1,2.0,10.3,68.9,1022.7,2.0,2.0,56.2
