"","Serial_No_grepl","Serial_Chr_grepl","Character_ID_grepl","Character_ID_SameLength"
"1",0.479392051696777,0.457526922225952,1000000000000000.1418559551239,0.468936920166016
"2",0.475465059280396,0.755465984344482,1.86470699310303,0.480391025543213
"3",2.31900787353516,0.517416954040527,1.87725615501404,0.806349992752075
"4",0.472464084625244,0.473305940628052,1.90748190879822,1.43838715553284
"5",2.7990710735321,0.477444171905518,1.91064405441284,0.509259939193726
"6",0.470421075820923,0.471694946289062,1.97182488441467,0.519259929656982
"7",0.468477010726929,0.472965955734253,2.1481020450592,0.530224084854126
"8",0.498324155807495,0.750266075134277,1.96305513381958,0.763442039489746
"9",0.460481882095337,0.470149993896484,1.87486577033997,0.490356922149658
"10",0.455542087554932,0.46622896194458,2.01099109649658,0.493352890014648
"11",0.718638896942139,0.469710111618042,1.91414403915405,0.480420112609863
"12",0.494313955307007,0.471616983413696,2.1838710308075,0.589988946914673
"13",0.46344518661499,0.759964942932129,1.909255027771,0.855919122695923
"14",0.45547080039978,0.469198942184448,1.88980197906494,0.507804870605469
"15",0.465166091918945,0.483659982681274,1.91860795021057,0.492347955703735
"16",0.743558883666992,0.501894950866699,1.88772892951965,0.499327182769775
"17",0.476402044296265,0.521268129348755,2.16991305351257,0.768539905548096
"18",0.451431035995483,0.808454036712646,1.88870906829834,0.479359865188599
"19",0.45751690864563,0.500200033187866,1.90955305099487,0.486407041549683
"20",0.462398052215576,0.520534992218018,1.90183782577515,0.496335983276367
"21",0.681771993637085,0.523519039154053,1.90781211853027,0.502285003662109
"22",0.451465129852295,0.532180786132812,2.17832803726196,0.737619161605835
"23",0.455135822296143,0.562594175338745,1.8910698890686,0.493345975875854
"24",0.455471038818359,0.818727970123291,1.88980412483215,0.500279903411865
"25",0.484387159347534,0.518322944641113,1.89773893356323,0.499326944351196
"26",0.683171033859253,0.515329122543335,2.19234299659729,0.765436172485352
"27",0.457459926605225,0.579145908355713,1.88476181030273,0.486407041549683
"28",0.453410863876343,0.557095050811768,2.01140403747559,0.499290943145752
"29",0.464035034179688,0.866239070892334,1.94755911827087,0.49733304977417
"30",0.455482006072998,0.578065872192383,1.90488386154175,0.798963785171509
"31",0.683758020401001,0.5521399974823,2.15801811218262,0.515276193618774
"32",0.456570148468018,0.545183181762695,1.88353204727173,0.586216926574707
"33",0.474363803863525,0.527232885360718,1.89332389831543,0.565106868743896
"34",0.464442014694214,0.791123151779175,1.89498591423035,0.78835916519165
"35",0.46212100982666,0.495535850524902,1.92317318916321,0.493396997451782
"36",0.679761171340942,0.509325981140137,2.3072338104248,0.518213033676147
"37",0.472862005233765,0.557669878005981,1.91428709030151,0.526333093643188
"38",0.485419988632202,0.730789184570312,2.09858298301697,0.7724289894104
"39",0.470347881317139,0.862928867340088,1.91781091690063,0.480391025543213
"40",0.467230081558228,0.550201177597046,2.20938396453857,0.512283802032471
"41",0.724442958831787,0.536473989486694,1.94813323020935,0.793344020843506
"42",0.458494901657104,0.518358945846558,2.4050018787384,0.493386030197144
"43",0.451219081878662,0.56306004524231,2.15208601951599,0.500369071960449
"44",0.464547872543335,0.793481826782227,1.88875389099121,0.504528045654297
"45",0.469878196716309,0.49265193939209,2.1773521900177,0.803967952728271
"46",2.02428293228149,0.519224166870117,1.885657787323,0.490349054336548
"47",0.470916986465454,0.649817943572998,1.92555713653564,0.496338844299316
"48",0.466386079788208,0.597994089126587,1.97952795028687,0.762485027313232
"49",0.454109907150269,0.803938150405884,2.1887149810791,0.492317914962769
"50",0.487874984741211,0.48441481590271,1.90900897979736,0.497332096099854
"51",0.467978000640869,0.478404998779297,1.91372799873352,0.774405956268311
"52",0.694668054580688,0.478394985198975,1.88590002059937,0.482385158538818
"53",0.461446046829224,0.48639702796936,2.18568110466003,0.528064012527466
"54",0.458405017852783,0.733543157577515,1.88816094398499,0.786367177963257
